Image,Coordinates
image_00802.png,"[(29, 701), (523, 640), (702, 617), (324, 603), (683, 589), (361, 584), (118, 577), (218, 541), (369, 533), (668, 517), (437, 498), (39, 455), (165, 449), (696, 446), (546, 389), (92, 385), (381, 336), (358, 333), (627, 332), (365, 331), (489, 316), (205, 293), (169, 288), (410, 261), (7, 253), (692, 202), (346, 199), (450, 51), (317, 39)]"
image_00803.png,"[(612, 706), (210, 689), (686, 682), (508, 679), (397, 652), (4, 609), (711, 584), (72, 574), (378, 562), (426, 536), (172, 524), (404, 507), (119, 486), (546, 462), (198, 424), (420, 409), (604, 392), (266, 349), (188, 337), (362, 320), (9, 304), (695, 292), (195, 287), (385, 228), (478, 227), (323, 212), (331, 175), (197, 172), (324, 170), (48, 167), (607, 155), (341, 94), (451, 87), (331, 87), (360, 68), (286, 55), (443, 35), (523, 19), (328, 14)]"
image_00804.png,"[(528, 717), (615, 633), (23, 627), (152, 600), (377, 567), (502, 539), (425, 441), (286, 423), (305, 421), (221, 408), (98, 387), (668, 384), (308, 367), (249, 349), (195, 327), (699, 310), (312, 241), (69, 228), (494, 183), (34, 127), (124, 93), (656, 59), (498, 4)]"
image_00805.png,"[(600, 681), (577, 676), (567, 674), (236, 660), (287, 644), (214, 565), (137, 564), (54, 559), (231, 527), (648, 500), (374, 467), (522, 453), (644, 413), (128, 372), (516, 363), (303, 361), (536, 335), (570, 266), (258, 262), (445, 257), (691, 229), (327, 226), (412, 174), (692, 164), (0, 157), (18, 133), (309, 103), (2, 95), (500, 89), (707, 76), (637, 51), (299, 19)]"
image_00806.png,"[(340, 680), (632, 679), (517, 624), (207, 567), (298, 545), (128, 544), (302, 499), (221, 446), (343, 437), (455, 429), (441, 391), (450, 387), (147, 320), (611, 311), (239, 302), (442, 301), (682, 285), (549, 245), (213, 234), (426, 229), (603, 227), (673, 220), (491, 218), (662, 205), (354, 191), (698, 165), (335, 146), (527, 130), (597, 107), (482, 82), (428, 61), (609, 56), (107, 52), (541, 24), (571, 12), (14, 9), (627, 8)]"
image_00807.png,"[(266, 718), (617, 696), (609, 690), (215, 660), (67, 651), (641, 647), (153, 643), (508, 640), (261, 625), (560, 623), (234, 615), (9, 614), (270, 603), (315, 567), (55, 546), (520, 523), (455, 503), (638, 502), (218, 438), (635, 434), (243, 399), (51, 387), (598, 380), (37, 362), (623, 338), (682, 255), (403, 230), (546, 208), (416, 182), (474, 159), (421, 133), (54, 129), (422, 126), (337, 76), (493, 64), (646, 24), (535, 22), (494, 5), (165, 3), (379, 1)]"
image_00808.png,"[(282, 657), (325, 639), (396, 636), (100, 601), (479, 576), (77, 569), (323, 563), (718, 507), (442, 502), (228, 496), (107, 481), (76, 460), (259, 381), (291, 374), (338, 363), (85, 358), (122, 325), (390, 318), (550, 279), (72, 246), (152, 233), (522, 230), (483, 199), (131, 193), (334, 168), (210, 78), (269, 73), (536, 33), (486, 24), (251, 15), (415, 3)]"
image_00809.png,"[(391, 678), (421, 626), (353, 596), (179, 542), (243, 541), (207, 537), (186, 537), (331, 535), (87, 453), (422, 442), (624, 369), (525, 337), (538, 331), (10, 299), (9, 262), (605, 205), (645, 182), (360, 173), (14, 139), (352, 133), (482, 128), (642, 126), (475, 80), (48, 63), (477, 40)]"
image_00810.png,"[(617, 697), (620, 694), (591, 669), (409, 646), (718, 644), (326, 617), (690, 612), (277, 609), (570, 606), (272, 599), (562, 583), (229, 573), (490, 553), (631, 520), (684, 476), (380, 419), (272, 329), (502, 280), (31, 264), (368, 221), (624, 214), (126, 182), (619, 164), (553, 158), (273, 128), (133, 31), (417, 26)]"
image_00811.png,"[(10, 714), (319, 681), (87, 626), (353, 619), (280, 607), (158, 597), (338, 589), (292, 568), (19, 506), (132, 487), (181, 451), (677, 444), (18, 438), (358, 422), (572, 390), (13, 352), (460, 342), (330, 274), (614, 258), (609, 231), (149, 210), (599, 177), (447, 136), (595, 135), (308, 132), (280, 127), (529, 111), (634, 55), (86, 12)]"
image_00812.png,"[(120, 717), (265, 687), (217, 664), (56, 647), (396, 631), (618, 613), (177, 599), (182, 598), (253, 548), (420, 530), (612, 515), (25, 485), (60, 455), (689, 450), (502, 426), (581, 383), (15, 371), (716, 350), (274, 349), (153, 320), (613, 209), (263, 193), (127, 178), (160, 162), (671, 130), (125, 127), (34, 118), (527, 101), (234, 91), (363, 56)]"
image_00813.png,"[(256, 715), (505, 708), (520, 704), (120, 680), (355, 644), (667, 611), (158, 603), (268, 592), (576, 581), (403, 578), (488, 510), (60, 507), (528, 498), (434, 475), (72, 469), (51, 402), (351, 374), (579, 367), (614, 355), (252, 347), (633, 333), (158, 330), (582, 292), (29, 291), (673, 289), (203, 276), (186, 247), (675, 245), (365, 245), (45, 228), (82, 147), (657, 142), (20, 105), (325, 62), (155, 61), (264, 54), (473, 50), (136, 50), (364, 21), (381, 13)]"
image_00814.png,"[(179, 680), (271, 662), (661, 660), (313, 647), (98, 616), (30, 616), (134, 600), (471, 598), (554, 585), (48, 572), (671, 530), (498, 527), (186, 477), (371, 465), (590, 458), (287, 427), (624, 388), (7, 343), (718, 339), (686, 295), (15, 278), (8, 261), (243, 260), (137, 244), (336, 241), (95, 239), (52, 232), (232, 229), (196, 222), (583, 173), (607, 82), (22, 61), (226, 53), (630, 45), (698, 19), (87, 15)]"
image_00815.png,"[(414, 681), (582, 679), (306, 670), (676, 630), (400, 604), (486, 569), (608, 546), (181, 527), (385, 505), (527, 493), (347, 467), (589, 385), (624, 384), (424, 375), (564, 373), (344, 343), (197, 327), (17, 315), (178, 293), (588, 244), (316, 212), (351, 191), (697, 115), (424, 109), (39, 81), (288, 64), (447, 58), (678, 56), (142, 39), (353, 16)]"
image_00816.png,"[(256, 698), (535, 682), (306, 646), (265, 635), (627, 619), (568, 590), (140, 562), (637, 516), (96, 474), (693, 431), (613, 432), (433, 425), (154, 425), (127, 425), (323, 398), (612, 381), (174, 342), (330, 338), (400, 332), (387, 330), (153, 319), (379, 301), (450, 285), (597, 267), (718, 160), (369, 151), (667, 136), (145, 129), (254, 103), (704, 89), (360, 76), (243, 25)]"
image_00817.png,"[(617, 699), (26, 654), (41, 642), (53, 619), (347, 607), (329, 524), (74, 515), (352, 504), (657, 497), (136, 496), (531, 494), (675, 434), (124, 431), (618, 421), (361, 417), (343, 402), (546, 353), (478, 342), (293, 250), (429, 249), (4, 236), (512, 200), (14, 181), (241, 130), (408, 103), (129, 81), (290, 64), (703, 50), (676, 36)]"
image_00818.png,"[(55, 712), (202, 684), (513, 671), (596, 665), (72, 665), (672, 655), (47, 641), (423, 639), (211, 639), (37, 623), (683, 615), (296, 612), (396, 594), (41, 586), (48, 554), (112, 542), (146, 477), (557, 476), (180, 445), (315, 418), (61, 418), (238, 386), (669, 347), (97, 324), (167, 317), (233, 299), (229, 292), (383, 287), (399, 284), (201, 277), (414, 258), (392, 224), (169, 208), (695, 180), (673, 99), (463, 84), (27, 13)]"
image_00819.png,"[(335, 702), (665, 659), (583, 646), (659, 536), (198, 457), (129, 451), (65, 432), (61, 430), (374, 428), (567, 421), (291, 421), (415, 403), (655, 390), (74, 355), (105, 330), (618, 326), (288, 258), (125, 226), (487, 164), (390, 138), (29, 111), (221, 108), (487, 89), (189, 61), (319, 4)]"
image_00820.png,"[(698, 704), (392, 701), (97, 692), (509, 658), (443, 635), (425, 588), (60, 530), (655, 528), (482, 503), (673, 485), (464, 480), (36, 417), (216, 403), (79, 371), (278, 356), (445, 249), (180, 241), (47, 194), (267, 183), (717, 150), (534, 107), (180, 68)]"
image_00821.png,"[(561, 708), (157, 686), (534, 679), (91, 615), (550, 588), (672, 585), (516, 572), (27, 523), (170, 481), (112, 475), (509, 469), (685, 466), (716, 454), (90, 454), (541, 431), (73, 405), (198, 375), (313, 374), (479, 361), (12, 348), (555, 335), (163, 336), (207, 307), (25, 305), (529, 300), (292, 249), (33, 201), (155, 184), (589, 174), (647, 158), (231, 150), (621, 105), (132, 58), (454, 51), (342, 37), (134, 19), (647, 14)]"
image_00822.png,"[(630, 638), (262, 636), (636, 633), (657, 630), (694, 628), (4, 574), (305, 572), (524, 563), (151, 515), (79, 491), (107, 428), (425, 423), (45, 408), (328, 387), (102, 377), (331, 366), (25, 357), (241, 279), (405, 265), (278, 245), (158, 211), (376, 197), (338, 195), (427, 187), (2, 131), (354, 115), (34, 101), (105, 95), (602, 75), (681, 4)]"
image_00823.png,"[(386, 696), (86, 686), (683, 663), (158, 657), (421, 628), (277, 558), (364, 508), (117, 490), (95, 484), (102, 483), (227, 480), (676, 444), (154, 417), (688, 412), (440, 386), (96, 350), (520, 290), (657, 213), (215, 213), (83, 187), (504, 142), (79, 126), (263, 67), (116, 49), (425, 31)]"
image_00824.png,"[(93, 717), (614, 696), (144, 695), (125, 664), (272, 632), (464, 627), (571, 591), (335, 566), (151, 566), (452, 559), (615, 548), (1, 492), (435, 475), (101, 472), (226, 390), (133, 383), (73, 360), (609, 351), (360, 332), (85, 324), (78, 319), (212, 249), (102, 245), (93, 237), (124, 220), (692, 212), (663, 212), (50, 200), (210, 197), (290, 189), (97, 164), (454, 131), (172, 84), (410, 64), (16, 43)]"
image_00825.png,"[(221, 705), (633, 697), (638, 695), (701, 635), (465, 604), (153, 599), (496, 571), (14, 569), (35, 569), (400, 565), (43, 515), (438, 494), (690, 434), (566, 423), (59, 389), (246, 349), (517, 288), (654, 280), (548, 266), (418, 243), (508, 238), (610, 184), (268, 173), (108, 127), (304, 111), (86, 107), (513, 76), (270, 72), (93, 68), (101, 42), (451, 3)]"
image_00826.png,"[(614, 704), (371, 679), (501, 622), (250, 621), (100, 621), (374, 592), (508, 583), (253, 531), (476, 520), (39, 509), (274, 504), (315, 439), (667, 435), (571, 433), (191, 418), (438, 414), (4, 405), (77, 376), (607, 372), (444, 350), (586, 346), (167, 332), (467, 265), (262, 257), (71, 251), (401, 234), (526, 168), (70, 167), (506, 161), (633, 143), (694, 141), (537, 69), (269, 59), (562, 39), (196, 29), (316, 5)]"
image_00827.png,"[(588, 704), (16, 694), (499, 689), (185, 592), (72, 589), (620, 575), (175, 553), (185, 548), (714, 509), (352, 488), (424, 469), (185, 462), (297, 417), (352, 404), (422, 404), (412, 388), (176, 388), (242, 384), (493, 354), (451, 353), (535, 351), (643, 350), (107, 344), (229, 326), (590, 320), (286, 301), (93, 297), (357, 285), (246, 249), (373, 236), (194, 222), (310, 197), (395, 191), (340, 189), (593, 149), (451, 135), (271, 62)]"
image_00828.png,"[(31, 718), (242, 692), (361, 682), (179, 666), (365, 613), (333, 556), (362, 516), (428, 440), (606, 424), (582, 393), (154, 388), (298, 380), (172, 341), (231, 325), (182, 293), (706, 291), (183, 287), (259, 233), (103, 228), (414, 208), (305, 196), (266, 175), (152, 158), (655, 149), (507, 150), (175, 131), (712, 91), (541, 71), (88, 43), (326, 37), (215, 37)]"
image_00829.png,"[(40, 716), (441, 694), (587, 667), (167, 665), (528, 586), (552, 532), (579, 528), (27, 522), (76, 515), (133, 475), (296, 452), (585, 443), (560, 424), (274, 400), (237, 365), (91, 321), (523, 238), (373, 220), (36, 219), (306, 208), (626, 195), (257, 193), (189, 165), (24, 160), (603, 120), (204, 96), (398, 79), (73, 79), (357, 61), (2, 25), (131, 23), (503, 14), (114, 10)]"
image_00830.png,"[(52, 688), (512, 630), (153, 604), (570, 602), (362, 549), (549, 539), (266, 507), (280, 503), (358, 384), (400, 366), (688, 334), (118, 328), (402, 310), (244, 296), (113, 288), (241, 248), (616, 223), (247, 208), (498, 194), (655, 150), (342, 129), (17, 126), (164, 102), (110, 80), (717, 39), (349, 26), (562, 24)]"
image_00831.png,"[(490, 706), (356, 701), (492, 673), (412, 661), (553, 652), (576, 582), (115, 576), (160, 556), (605, 545), (483, 536), (653, 478), (15, 476), (250, 450), (504, 438), (571, 420), (377, 396), (634, 392), (629, 386), (122, 377), (599, 375), (376, 346), (312, 333), (556, 312), (36, 275), (112, 257), (190, 189), (279, 169), (387, 145), (366, 73), (644, 26), (148, 27), (356, 3), (61, 0)]"
image_00832.png,"[(409, 629), (61, 625), (92, 579), (310, 566), (553, 559), (623, 555), (488, 550), (483, 548), (203, 507), (710, 504), (485, 472), (511, 443), (364, 439), (79, 427), (362, 412), (356, 357), (681, 343), (514, 337), (356, 315), (210, 302), (294, 285), (72, 284), (44, 275), (78, 258), (403, 241), (590, 206), (551, 165), (352, 128), (174, 121), (446, 118), (268, 98), (237, 94), (671, 87), (144, 67), (146, 59), (603, 50), (349, 50), (340, 42), (605, 23)]"
image_00833.png,"[(339, 696), (145, 693), (497, 649), (674, 641), (420, 637), (237, 596), (320, 561), (457, 540), (631, 499), (15, 497), (491, 488), (685, 442), (369, 391), (570, 344), (21, 340), (432, 319), (294, 276), (647, 272), (2, 235), (135, 214), (542, 174), (314, 143), (484, 84), (676, 4)]"
image_00834.png,"[(216, 679), (256, 671), (463, 646), (165, 639), (538, 587), (596, 583), (514, 569), (320, 545), (356, 536), (92, 530), (489, 524), (378, 516), (421, 476), (608, 474), (331, 470), (706, 466), (567, 441), (426, 433), (606, 405), (120, 402), (681, 334), (418, 329), (535, 292), (604, 246), (246, 220), (97, 217), (38, 202), (140, 180), (158, 175), (492, 173), (489, 135), (155, 125), (697, 116), (622, 80), (627, 72), (101, 43), (325, 14)]"
image_00835.png,"[(397, 717), (447, 701), (225, 698), (323, 637), (103, 624), (583, 621), (508, 607), (363, 571), (525, 541), (461, 531), (512, 492), (433, 484), (91, 396), (633, 373), (343, 353), (666, 333), (540, 319), (717, 273), (376, 266), (401, 232), (471, 214), (0, 199), (70, 52)]"
image_00836.png,"[(257, 667), (114, 667), (714, 645), (80, 624), (544, 601), (521, 599), (528, 597), (652, 575), (365, 568), (329, 565), (306, 550), (166, 540), (568, 524), (89, 500), (500, 466), (343, 425), (74, 366), (111, 349), (595, 312), (461, 308), (193, 274), (449, 249), (221, 227), (61, 216), (132, 175), (472, 168), (620, 160), (674, 84), (380, 81), (631, 14)]"
image_00837.png,"[(366, 701), (588, 673), (429, 622), (350, 614), (171, 591), (524, 587), (354, 563), (63, 553), (147, 495), (541, 493), (76, 494), (135, 491), (634, 486), (478, 481), (130, 461), (202, 453), (350, 449), (484, 443), (476, 438), (263, 396), (489, 362), (478, 356), (598, 348), (506, 335), (431, 327), (135, 311), (587, 298), (471, 284), (666, 276), (24, 252), (133, 236), (532, 193), (373, 179), (22, 173), (145, 83), (560, 69), (198, 21), (273, 7)]"
image_00838.png,"[(594, 706), (453, 696), (473, 693), (388, 685), (57, 682), (263, 670), (83, 663), (472, 638), (412, 623), (356, 605), (100, 577), (84, 559), (292, 530), (225, 512), (468, 511), (646, 442), (186, 415), (49, 403), (273, 375), (9, 278), (180, 268), (639, 265), (475, 246), (450, 230), (66, 218), (665, 198), (450, 192), (624, 165), (454, 164), (154, 128), (178, 88), (158, 81), (10, 70), (108, 48), (236, 14), (249, 0)]"
image_00839.png,"[(694, 714), (58, 711), (291, 655), (466, 634), (682, 623), (699, 593), (54, 573), (415, 537), (602, 520), (482, 497), (137, 449), (153, 448), (563, 439), (170, 423), (152, 387), (456, 375), (646, 349), (442, 293), (237, 256), (620, 152), (543, 136), (243, 134), (90, 96), (658, 91), (293, 42), (493, 39), (323, 0)]"
image_00840.png,"[(511, 708), (623, 695), (606, 657), (616, 651), (307, 602), (114, 590), (398, 579), (31, 575), (158, 569), (601, 565), (716, 539), (368, 512), (706, 503), (581, 494), (645, 479), (506, 461), (623, 423), (484, 417), (45, 411), (676, 389), (627, 344), (253, 338), (159, 302), (682, 283), (711, 270), (261, 264), (103, 162), (621, 156), (353, 118), (56, 82), (587, 62), (375, 50), (118, 19), (662, 11), (678, 5)]"
image_00841.png,"[(463, 717), (200, 688), (249, 683), (2, 676), (368, 675), (339, 674), (553, 637), (152, 633), (485, 630), (95, 616), (300, 605), (358, 602), (674, 585), (394, 581), (406, 574), (137, 556), (415, 556), (567, 554), (39, 552), (445, 549), (435, 548), (369, 540), (302, 523), (88, 509), (460, 506), (343, 504), (511, 503), (225, 497), (224, 489), (281, 471), (260, 471), (718, 445), (148, 444), (598, 442), (491, 433), (416, 429), (500, 424), (705, 418), (548, 417), (184, 412), (225, 406), (704, 389), (463, 386), (527, 383), (563, 375), (627, 372), (177, 368), (41, 361), (699, 357), (684, 358), (460, 355), (653, 355), (512, 330), (608, 328), (78, 325), (35, 324), (377, 320), (10, 318), (476, 307), (481, 298), (504, 289), (562, 287), (296, 279), (42, 277), (41, 273), (397, 263), (9, 240), (618, 225), (419, 214), (551, 202), (450, 202), (146, 202), (671, 198), (379, 181), (22, 176), (550, 167), (687, 155), (690, 134), (611, 133), (337, 127), (353, 124), (125, 119), (87, 107), (112, 106), (86, 98), (390, 95), (670, 77), (233, 73), (668, 69), (106, 66), (284, 60), (219, 54), (648, 32)]"
image_00842.png,"[(375, 713), (419, 709), (717, 706), (340, 698), (472, 693), (267, 686), (715, 680), (320, 675), (449, 662), (274, 659), (513, 658), (407, 655), (401, 647), (252, 644), (520, 640), (481, 638), (36, 635), (360, 630), (282, 628), (539, 626), (444, 620), (194, 619), (558, 618), (631, 605), (603, 604), (570, 594), (577, 585), (519, 575), (278, 563), (238, 563), (379, 551), (417, 542), (398, 533), (625, 520), (182, 519), (325, 501), (156, 491), (149, 487), (135, 488), (22, 472), (18, 467), (52, 467), (206, 457), (268, 449), (7, 433), (296, 430), (128, 430), (198, 420), (718, 414), (6, 413), (555, 412), (130, 396), (515, 388), (468, 383), (532, 372), (332, 371), (280, 337), (128, 336), (499, 332), (120, 320), (291, 312), (344, 310), (301, 306), (183, 303), (205, 289), (207, 279), (680, 275), (371, 254), (643, 250), (139, 229), (143, 175), (34, 160), (441, 129), (154, 126), (7, 117), (538, 113), (47, 94), (449, 82), (337, 71), (480, 57), (480, 52), (109, 48), (671, 12)]"
image_00843.png,"[(701, 703), (114, 702), (362, 701), (124, 693), (278, 658), (5, 629), (176, 619), (321, 599), (549, 553), (224, 543), (39, 540), (56, 534), (73, 505), (598, 489), (57, 487), (513, 481), (94, 474), (150, 473), (206, 416), (35, 415), (350, 410), (49, 379), (655, 344), (304, 343), (643, 326), (547, 303), (637, 297), (671, 293), (3, 263), (657, 223), (265, 218), (575, 209), (579, 184), (36, 115), (314, 100), (95, 88), (539, 48), (483, 42), (715, 41), (238, 41), (176, 38), (366, 27), (218, 10), (268, 6), (669, 0)]"
image_00844.png,"[(303, 718), (648, 714), (651, 707), (171, 704), (47, 693), (239, 689), (465, 688), (257, 682), (132, 679), (302, 670), (476, 646), (574, 587), (258, 558), (115, 551), (498, 545), (440, 523), (267, 520), (26, 504), (355, 492), (509, 476), (58, 433), (112, 431), (211, 407), (121, 372), (33, 356), (512, 326), (258, 323), (227, 319), (291, 303), (523, 291), (695, 249), (360, 247), (56, 231), (406, 224), (2, 188), (401, 178), (348, 161), (179, 147), (496, 136), (386, 132), (5, 106), (87, 77), (587, 64), (129, 61), (167, 61), (209, 40), (666, 25), (187, 18), (293, 16)]"
image_00845.png,"[(617, 715), (718, 709), (551, 696), (295, 693), (34, 691), (690, 687), (130, 670), (315, 668), (582, 667), (190, 664), (175, 659), (306, 657), (5, 650), (611, 638), (539, 636), (576, 602), (87, 603), (13, 582), (581, 574), (686, 561), (142, 561), (244, 557), (65, 524), (239, 514), (181, 514), (716, 484), (615, 478), (206, 471), (584, 467), (86, 437), (48, 424), (6, 403), (58, 386), (185, 374), (322, 331), (697, 323), (648, 320), (647, 302), (243, 300), (300, 280), (93, 274), (690, 269), (472, 261), (558, 250), (399, 249), (226, 234), (435, 226), (233, 197), (327, 193), (415, 190), (32, 185), (580, 176), (516, 165), (62, 158), (510, 139), (497, 129), (215, 103), (676, 102), (64, 86), (364, 84), (534, 67), (658, 63), (64, 7), (481, 5)]"
image_00846.png,"[(504, 705), (324, 699), (537, 695), (273, 681), (580, 680), (187, 673), (289, 669), (415, 659), (280, 657), (53, 637), (322, 633), (580, 632), (11, 621), (287, 616), (617, 611), (653, 608), (697, 606), (350, 605), (170, 585), (140, 579), (190, 578), (164, 574), (325, 532), (694, 528), (670, 526), (589, 520), (620, 512), (582, 506), (19, 504), (204, 486), (311, 472), (193, 459), (542, 455), (446, 424), (345, 420), (458, 394), (531, 373), (379, 371), (658, 369), (597, 367), (468, 366), (471, 357), (631, 355), (517, 353), (545, 350), (512, 337), (547, 336), (358, 326), (156, 319), (77, 305), (613, 296), (528, 293), (655, 283), (189, 233), (482, 227), (6, 215), (451, 201), (484, 199), (42, 175), (217, 144), (205, 125), (631, 117), (667, 111), (220, 93), (288, 85), (535, 83), (363, 24), (233, 6)]"
image_00847.png,"[(83, 713), (493, 699), (482, 674), (561, 672), (214, 631), (260, 618), (510, 599), (118, 590), (494, 564), (58, 561), (550, 517), (312, 516), (181, 515), (415, 515), (56, 502), (315, 446), (590, 442), (22, 438), (381, 438), (443, 424), (163, 389), (316, 377), (0, 376), (32, 360), (403, 349), (274, 309), (543, 284), (1, 273), (531, 269), (621, 258), (450, 255), (661, 253), (554, 251), (577, 248), (604, 239), (313, 233), (100, 225), (357, 218), (718, 207), (339, 198), (63, 187), (50, 185), (707, 160), (626, 160), (208, 142), (274, 137), (65, 135), (536, 115), (556, 103), (138, 98), (507, 89), (457, 63), (232, 18), (68, 11), (171, 7), (497, 2)]"
image_00848.png,"[(214, 718), (93, 707), (525, 700), (327, 697), (209, 688), (541, 684), (220, 675), (118, 670), (309, 662), (417, 660), (648, 652), (220, 648), (17, 638), (389, 631), (348, 628), (426, 622), (482, 612), (15, 610), (671, 608), (439, 598), (339, 598), (24, 596), (194, 591), (35, 592), (26, 587), (596, 581), (254, 567), (570, 565), (345, 564), (634, 557), (611, 537), (243, 527), (127, 520), (679, 509), (212, 502), (259, 484), (44, 481), (634, 474), (621, 472), (426, 438), (409, 434), (33, 432), (0, 423), (559, 399), (183, 392), (8, 360), (232, 354), (132, 308), (435, 294), (230, 292), (697, 285), (553, 255), (543, 235), (712, 202), (75, 202), (32, 196), (363, 175), (89, 166), (701, 155), (137, 146), (690, 140), (441, 133), (28, 119), (708, 91), (252, 72), (503, 64), (14, 61), (337, 19), (420, 16), (518, 15), (507, 12)]"
image_00849.png,"[(385, 717), (407, 676), (215, 676), (199, 652), (25, 509), (558, 497), (700, 467), (567, 449), (623, 422), (205, 418), (569, 399), (570, 392), (482, 348), (33, 334), (636, 327), (307, 287), (676, 282), (518, 271), (634, 268), (536, 240), (437, 170), (194, 165), (561, 141), (254, 132), (670, 122), (351, 94), (132, 85), (437, 66), (462, 64), (380, 39)]"
image_00850.png,"[(422, 659), (453, 650), (247, 645), (500, 636), (282, 611), (550, 587), (709, 539), (228, 534), (60, 531), (306, 516), (300, 505), (677, 491), (283, 478), (635, 462), (483, 441), (51, 403), (355, 359), (413, 350), (1, 298), (677, 294), (393, 295), (626, 289), (554, 272), (234, 224), (427, 208), (558, 202), (124, 199), (349, 168), (318, 165), (474, 144), (62, 143), (704, 141), (69, 137), (455, 134), (323, 91), (355, 49), (594, 45), (439, 21), (279, 12)]"
image_00851.png,"[(589, 712), (686, 599), (700, 592), (168, 592), (165, 555), (74, 546), (79, 525), (509, 445), (164, 432), (498, 406), (39, 399), (629, 393), (142, 361), (194, 356), (104, 355), (618, 346), (603, 319), (618, 305), (128, 277), (378, 264), (517, 215), (699, 211), (462, 202), (274, 159), (689, 108), (477, 105), (384, 102), (325, 95), (150, 14), (433, 5)]"
image_00852.png,"[(6, 715), (545, 691), (98, 672), (587, 664), (416, 638), (431, 607), (187, 557), (659, 544), (520, 493), (277, 469), (701, 419), (419, 406), (276, 320), (557, 296), (641, 262), (43, 220), (208, 203), (116, 163), (312, 156), (712, 152), (292, 152), (489, 145), (399, 134), (363, 116), (555, 101), (585, 96), (492, 97), (690, 84), (93, 83), (583, 17)]"
image_00853.png,"[(523, 698), (173, 646), (304, 638), (620, 610), (485, 550), (301, 497), (114, 495), (454, 410), (426, 406), (593, 405), (456, 383), (674, 374), (59, 345), (228, 305), (528, 233), (191, 234), (706, 208), (585, 195), (616, 194), (490, 186), (491, 178), (270, 173), (301, 135), (689, 132), (678, 126), (13, 116), (530, 89), (639, 78), (93, 65), (390, 49), (111, 45), (0, 21), (119, 15)]"
image_00854.png,"[(669, 694), (175, 666), (433, 629), (311, 607), (412, 474), (276, 468), (308, 450), (272, 417), (182, 413), (378, 374), (670, 365), (504, 331), (39, 328), (81, 270), (293, 257), (669, 231), (51, 227), (239, 179), (152, 84), (283, 80), (349, 52), (397, 38), (517, 24), (669, 7)]"
image_00855.png,"[(212, 697), (10, 662), (512, 651), (316, 618), (59, 600), (185, 587), (357, 561), (339, 533), (197, 523), (518, 520), (229, 441), (25, 412), (167, 403), (297, 351), (278, 341), (465, 341), (405, 337), (612, 320), (502, 298), (519, 289), (318, 253), (507, 242), (346, 227), (53, 215), (441, 171), (105, 167), (359, 117), (656, 103), (537, 77), (364, 58), (681, 53), (633, 42), (355, 40)]"
image_00856.png,"[(450, 709), (92, 653), (166, 641), (170, 576), (44, 576), (100, 569), (162, 559), (396, 543), (289, 534), (247, 532), (205, 527), (487, 518), (346, 508), (45, 459), (118, 450), (139, 403), (10, 403), (166, 360), (80, 358), (111, 353), (366, 340), (227, 310), (55, 219), (411, 186), (48, 119), (149, 91), (133, 92), (197, 55), (426, 27)]"
image_00857.png,"[(99, 684), (584, 650), (502, 622), (353, 614), (173, 613), (332, 581), (50, 540), (465, 492), (498, 469), (26, 388), (566, 382), (184, 380), (76, 356), (428, 347), (586, 331), (282, 332), (39, 331), (490, 295), (324, 258), (114, 201), (3, 189), (245, 170), (208, 128), (460, 107), (224, 50), (620, 26)]"
image_00858.png,"[(316, 717), (289, 718), (596, 701), (483, 680), (331, 632), (487, 619), (41, 613), (308, 610), (556, 609), (544, 607), (534, 578), (604, 558), (23, 559), (514, 429), (290, 421), (396, 389), (500, 355), (29, 350), (381, 313), (182, 251), (143, 229), (487, 204), (293, 198), (527, 134), (600, 107), (215, 107), (64, 106), (468, 57), (188, 20)]"
image_00859.png,"[(97, 718), (523, 698), (504, 683), (5, 667), (20, 663), (705, 622), (636, 615), (111, 551), (155, 537), (444, 534), (580, 524), (162, 482), (660, 470), (6, 451), (384, 417), (8, 403), (549, 380), (271, 376), (19, 364), (429, 349), (122, 296), (500, 247), (351, 215), (517, 203), (140, 194), (443, 176), (563, 120), (572, 105), (162, 80)]"
image_00860.png,"[(221, 717), (476, 702), (396, 675), (252, 621), (321, 610), (386, 588), (382, 581), (353, 567), (536, 566), (130, 566), (552, 562), (564, 535), (134, 515), (540, 502), (317, 500), (71, 496), (602, 358), (56, 329), (166, 317), (327, 259), (153, 243), (587, 238), (431, 227), (150, 173), (47, 154), (16, 150), (622, 138), (272, 100), (644, 92), (264, 89), (66, 77), (269, 72), (519, 55), (594, 33), (207, 5), (334, 2)]"
image_00861.png,"[(535, 710), (451, 708), (576, 683), (230, 654), (260, 627), (112, 608), (113, 581), (438, 544), (113, 526), (274, 522), (585, 519), (118, 483), (59, 447), (631, 437), (532, 418), (172, 414), (362, 399), (626, 363), (328, 355), (229, 296), (134, 296), (453, 291), (53, 257), (22, 250), (395, 220), (139, 219), (131, 210), (693, 202), (250, 174), (105, 152), (445, 148), (702, 132), (319, 131), (478, 117), (339, 108), (501, 58), (374, 53), (62, 47)]"
image_00862.png,"[(374, 696), (235, 671), (433, 644), (123, 562), (329, 535), (595, 526), (194, 496), (412, 471), (61, 438), (674, 379), (319, 363), (95, 308), (542, 278), (271, 268), (596, 234), (467, 211), (685, 180), (517, 148), (705, 120), (156, 94), (6, 66), (398, 63), (238, 62), (694, 37), (710, 36), (365, 0)]"
